alpha,norm_W_final,pure_decay_prediction,test_acc,test_bce
0.0,50.58922130078844,4.725660744989407,0.8166666666666667,0.6701386438497161
1e-05,46.55149027154904,3.8690437805362334,0.8333333333333334,0.6520196896570668
3e-05,41.39720329674559,2.5934976050829524,0.8333333333333334,0.5904641361645419
0.0001,31.30180649081408,0.6395486354032835,0.8333333333333334,0.4898875599742697
0.0003,23.593287129400625,0.011713741857829267,0.8,0.45605808480833077
0.0006,19.703177498054597,2.9035463127002154e-05,0.7833333333333333,0.4534961059464975
0.001,13.798304282167958,9.740312762950609e-09,0.7166666666666667,0.5439937894304511
0.003,2.0676660939044895,4.1380299174352197e-26,0.4,0.7123100775691362
