learning_rate,final_train_loss,train_acc,test_acc,diverged
0.001,0.6902789821851961,0.55,0.38333333333333336,False
0.01,0.6856490110352907,0.55,0.4,False
0.1,0.38475579474046007,0.8428571428571429,0.7833333333333333,False
1.0,0.27254668235848434,0.8785714285714286,0.8166666666666667,False
5.0,0.2879547979217521,0.8571428571428571,0.7833333333333333,False
10.0,0.26234291649397445,0.8571428571428571,0.7833333333333333,False
20.0,0.6752275937951661,0.8,0.6833333333333333,False
50.0,13.42079242983443,0.5142857142857142,0.4666666666666667,False
